URL,label
http://localhost:8888/tree?,1
http://localhost:8000/,1
http://127.0.0.1:8000/,1
http://[::1]:8000/,1
https://example.com/product?utm_source=test&utm_campaign=test,1
https://www.netflix.com/billing-update,1
https://promo.hdfcbank.com/rewards,1
https://amazon.com/security-check,1
https://verify.paypal.com/account,1
https://secure.bankofamerica.com/login,1
https://bit.ly/hdfc-promo,1
https://t.co/shortlink,1
https://login.microsoftonline.com/,1
https://accounts.google.com/signin/v2/challenge,1
https://www.apple.com/shop/bag,1
https://developer.mozilla.org/en-US/docs/Web/API/URL,1
https://github.com/login/oauth/authorize,1
https://www.myntra.com/shoes?utm_source=google,1
https://www.flipkart.com/offers-list?utm_campaign=diwali,1
https://www.swiggy.com/restaurants?utm_medium=affiliate,1
https://www.zomato.com/order?utm_source=facebook,1
https://www.makemytrip.com/flights?_gl=1234,1
https://www.booking.com/hotel?gclid=xyz123,1
https://www.amazon.in/dp/B08XJG8KV2,1
